Date,Account name,Campaign name,Ad group name,Network,Device,Daily budget,Cost,Impressions,Clicks,CTR,CPC,Conversions,Conversion value,Cost per conversion,Search impression share,ROAS
2026-02-27,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,146.0,1147,59,5.119,2.49,2,121.32,77.39,0.38,0.83
2026-02-27,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,323.57,9516,265,2.785,1.22,6,434.81,55.58,0.55,1.34
2026-02-27,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,87.24,20616,149,0.723,0.59,3,146.01,34.71,0.65,1.67
2026-02-28,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,102.3,717,122,16.991,0.84,19,1312.11,5.34,0.92,12.83
2026-02-28,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,71.84,421,69,16.502,1.03,7,542.31,9.69,0.88,7.55
2026-02-28,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,183.44,1642,79,4.8,2.33,2,168.99,79.01,0.42,0.92
2026-02-28,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,130.49,904,50,5.558,2.6,2,122.53,73.66,0.38,0.94
2026-02-28,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,277.16,8407,218,2.592,1.27,4,297.04,63.54,0.55,1.07
2026-02-28,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,72.88,14803,130,0.879,0.56,2,128.77,33.06,0.65,1.77
2026-03-01,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,96.03,612,118,19.371,0.81,16,1025.9,6.05,0.92,10.68
2026-03-01,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,75.02,496,72,14.502,1.04,7,572.57,10.01,0.88,7.63
2026-03-01,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,180.14,2079,88,4.252,2.04,2,148.57,78.5,0.42,0.82
2026-03-01,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,119.63,930,52,5.593,2.3,2,108.99,72.72,0.38,0.91
2026-03-01,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,274.04,7615,220,2.895,1.24,5,383.43,53.21,0.55,1.4
2026-03-01,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,78.22,16214,139,0.855,0.56,2,124.33,35.5,0.65,1.59
2026-03-02,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,122.65,681,133,19.611,0.92,20,1273.16,5.98,0.92,10.38
2026-03-02,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,73.69,427,73,17.187,1.0,10,692.85,7.44,0.88,9.4
2026-03-02,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,191.68,1977,89,4.505,2.15,3,159.62,71.85,0.42,0.83
2026-03-02,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,144.12,1236,60,4.823,2.42,2,162.69,64.36,0.38,1.13
2026-03-02,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,294.94,8572,228,2.657,1.29,5,344.23,53.86,0.55,1.17
2026-03-02,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,90.09,21755,170,0.78,0.53,3,201.53,27.41,0.65,2.24
2026-03-03,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,123.96,789,149,18.913,0.83,20,1348.33,6.08,0.92,10.88
2026-03-03,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,84.83,557,87,15.71,0.97,10,893.75,8.19,0.88,10.54
2026-03-03,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,211.78,2443,100,4.077,2.13,2,144.54,84.98,0.42,0.68
2026-03-03,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,148.57,1171,56,4.768,2.66,2,151.81,82.89,0.38,1.02
2026-03-03,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,279.86,8224,242,2.945,1.16,6,384.22,50.11,0.55,1.37
2026-03-03,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,97.25,22378,184,0.821,0.53,4,236.05,27.63,0.65,2.43
2026-03-04,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,120.47,801,141,17.647,0.85,21,1526.19,5.77,0.92,12.67
2026-03-04,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,76.87,434,75,17.31,1.02,8,559.84,10.0,0.88,7.28
2026-03-04,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,201.11,1849,87,4.68,2.32,2,147.8,84.34,0.42,0.73
2026-03-04,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,141.24,1013,54,5.358,2.6,2,161.44,72.27,0.38,1.14
2026-03-04,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,316.89,9834,259,2.63,1.22,5,304.18,59.21,0.55,0.96
2026-03-04,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,87.02,17571,147,0.838,0.59,2,172.9,36.96,0.65,1.99
2026-03-05,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,114.81,766,139,18.186,0.82,20,1521.33,5.85,0.92,13.25
2026-03-05,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,74.56,483,82,16.949,0.91,10,725.9,7.39,0.88,9.74
2026-03-05,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,210.97,1892,93,4.938,2.26,2,136.34,91.33,0.42,0.65
2026-03-05,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,136.44,1063,54,5.049,2.54,2,122.05,86.48,0.38,0.89
2026-03-05,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,277.48,7852,230,2.933,1.21,5,377.4,55.56,0.55,1.36
2026-03-05,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,95.5,19145,155,0.81,0.62,3,207.56,30.57,0.65,2.17
2026-03-06,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,120.8,772,135,17.461,0.9,18,1378.89,6.85,0.92,11.41
2026-03-06,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,83.44,493,82,16.686,1.01,10,715.96,8.4,0.88,8.58
2026-03-06,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,193.11,1824,87,4.791,2.21,2,140.19,82.37,0.42,0.73
2026-03-06,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,145.93,1167,56,4.765,2.62,2,135.69,88.86,0.38,0.93
2026-03-06,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,298.58,8859,242,2.727,1.24,5,362.9,55.74,0.55,1.22
2026-03-06,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,90.34,21099,161,0.762,0.56,3,180.94,31.22,0.65,2.0
2026-03-07,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,104.33,615,110,17.962,0.94,18,1394.42,5.91,0.92,13.36
2026-03-07,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,65.39,422,70,16.676,0.93,8,621.49,8.71,0.88,9.5
2026-03-07,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,188.79,2171,92,4.241,2.05,3,186.75,73.82,0.42,0.99
2026-03-07,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,134.14,968,55,5.67,2.44,2,138.41,69.75,0.38,1.03
2026-03-07,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,243.98,7602,193,2.543,1.26,4,241.76,64.04,0.55,0.99
2026-03-07,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,86.98,19681,157,0.798,0.55,3,175.55,28.3,0.65,2.02
2026-03-08,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,107.49,674,131,19.419,0.82,20,1347.99,5.25,0.92,12.54
2026-03-08,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,74.89,513,76,14.791,0.99,9,753.11,8.62,0.88,10.06
2026-03-08,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,173.1,1716,78,4.559,2.21,2,180.98,70.53,0.42,1.05
2026-03-08,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,122.59,893,47,5.31,2.59,2,128.8,70.53,0.38,1.05
2026-03-08,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,261.94,7626,211,2.771,1.24,5,322.76,50.75,0.55,1.23
2026-03-08,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,83.95,18185,143,0.786,0.59,2,146.62,35.49,0.65,1.75
2026-03-09,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,120.98,656,127,19.404,0.95,19,1433.49,6.34,0.92,11.85
2026-03-09,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,85.86,517,84,16.23,1.02,11,908.61,7.83,0.88,10.58
2026-03-09,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,202.44,2161,98,4.553,2.06,3,176.16,80.93,0.42,0.87
2026-03-09,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,142.15,1161,61,5.273,2.32,2,138.64,75.32,0.38,0.98
2026-03-09,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,323.81,9055,276,3.044,1.17,5,309.59,59.07,0.55,0.96
2026-03-09,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,95.16,20779,173,0.833,0.55,3,218.83,27.37,0.65,2.3
2026-03-10,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,127.37,800,141,17.646,0.9,17,1362.52,7.46,0.92,10.7
2026-03-10,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,72.37,469,74,15.728,0.98,10,722.98,7.38,0.88,9.99
2026-03-10,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,190.29,2236,93,4.139,2.06,2,141.74,81.54,0.42,0.74
2026-03-10,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,133.16,1138,57,4.999,2.34,2,125.4,70.78,0.38,0.94
2026-03-10,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,306.87,9946,252,2.535,1.22,5,307.14,63.76,0.55,1.0
2026-03-10,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,86.76,19865,153,0.772,0.57,3,186.76,32.65,0.65,2.15
2026-03-11,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,110.9,694,131,18.908,0.85,19,1353.4,5.89,0.92,12.2
2026-03-11,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,84.04,584,86,14.768,0.97,9,693.77,9.35,0.88,8.26
2026-03-11,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,196.28,2031,90,4.417,2.19,2,175.39,84.92,0.42,0.89
2026-03-11,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,133.54,921,50,5.382,2.69,2,117.18,85.72,0.38,0.88
2026-03-11,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,317.11,9505,261,2.748,1.21,5,345.42,63.06,0.55,1.09
2026-03-11,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,84.66,17585,137,0.78,0.62,3,196.26,29.94,0.65,2.32
2026-03-12,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,120.9,707,138,19.481,0.88,19,1163.31,6.36,0.92,9.62
2026-03-12,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,79.43,496,76,15.326,1.05,10,690.14,7.63,0.88,8.69
2026-03-12,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,217.34,2164,99,4.588,2.19,3,200.77,70.97,0.42,0.92
2026-03-12,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,135.84,1002,53,5.289,2.56,2,115.55,75.13,0.38,0.85
2026-03-12,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,314.35,9227,248,2.688,1.27,5,309.39,59.47,0.55,0.98
2026-03-12,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,83.51,18821,144,0.765,0.58,3,167.8,32.91,0.65,2.01
2026-03-13,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,130.98,813,152,18.656,0.86,20,1352.01,6.48,0.92,10.32
2026-03-13,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,84.04,561,85,15.187,0.99,12,869.31,7.18,0.88,10.34
2026-03-13,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,198.39,2186,89,4.064,2.23,3,186.76,75.41,0.42,0.94
2026-03-13,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,126.06,897,50,5.618,2.5,2,129.83,69.98,0.38,1.03
2026-03-13,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,323.72,8470,250,2.947,1.3,6,398.19,58.28,0.55,1.23
2026-03-13,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,92.68,23819,173,0.725,0.54,3,230.0,27.12,0.65,2.48
2026-03-14,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,109.24,657,126,19.126,0.87,19,1331.28,5.66,0.92,12.19
2026-03-14,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,65.85,381,63,16.63,1.04,6,500.56,10.15,0.88,7.6
2026-03-14,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,191.36,2065,88,4.249,2.18,2,133.61,91.0,0.42,0.7
2026-03-14,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,133.58,1139,54,4.774,2.46,2,133.07,69.9,0.38,1.0
2026-03-14,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,275.5,8183,229,2.797,1.2,5,297.67,57.07,0.55,1.08
2026-03-14,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,85.61,19084,144,0.753,0.6,2,165.05,36.39,0.65,1.93
2026-03-15,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,103.41,600,110,18.249,0.94,15,1118.91,6.76,0.92,10.82
2026-03-15,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,72.65,435,72,16.584,1.01,9,598.75,8.23,0.88,8.24
2026-03-15,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,162.91,1856,79,4.284,2.05,2,141.92,71.69,0.42,0.87
2026-03-15,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,123.77,964,47,4.88,2.63,2,143.08,73.46,0.38,1.16
2026-03-15,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,274.19,8142,217,2.662,1.27,5,315.89,56.49,0.55,1.15
2026-03-15,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,86.14,16767,146,0.871,0.59,2,164.76,37.86,0.65,1.91
2026-03-16,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,118.38,715,123,17.187,0.96,18,1292.74,6.53,0.92,10.92
2026-03-16,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,77.78,435,75,17.228,1.04,8,600.09,9.44,0.88,7.71
2026-03-16,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,196.8,2219,90,4.055,2.19,2,136.12,85.98,0.42,0.69
2026-03-16,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,142.01,1120,61,5.447,2.33,2,171.44,59.9,0.38,1.21
2026-03-16,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,274.47,8687,227,2.612,1.21,5,322.52,58.29,0.55,1.18
2026-03-16,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,82.74,16924,144,0.849,0.58,3,176.63,31.12,0.65,2.13
2026-03-17,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,116.02,815,135,16.588,0.86,17,1196.42,6.65,0.92,10.31
2026-03-17,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,72.87,443,75,16.941,0.97,10,860.9,7.15,0.88,11.81
2026-03-17,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,204.78,1930,89,4.613,2.3,3,151.92,80.26,0.42,0.74
2026-03-17,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,127.7,1093,55,5.006,2.33,2,132.16,62.17,0.38,1.03
2026-03-17,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,277.65,7454,206,2.767,1.35,4,292.36,65.05,0.55,1.05
2026-03-17,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,82.18,17077,138,0.809,0.59,2,144.13,35.2,0.65,1.75
2026-03-18,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,110.3,696,119,17.039,0.93,17,1289.6,6.45,0.92,11.69
2026-03-18,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,72.17,434,74,16.945,0.98,10,794.48,7.34,0.88,11.01
2026-03-18,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,193.58,1722,82,4.755,2.36,2,145.82,85.62,0.42,0.75
2026-03-18,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,131.39,1049,56,5.299,2.36,2,132.22,79.92,0.38,1.01
2026-03-18,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,281.62,7663,220,2.877,1.28,4,289.66,62.65,0.55,1.03
2026-03-18,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,94.04,21604,164,0.759,0.57,3,178.58,29.26,0.65,1.9
2026-03-19,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,115.48,663,130,19.655,0.89,20,1333.76,5.88,0.92,11.55
2026-03-19,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,86.16,555,82,14.872,1.04,9,693.33,9.24,0.88,8.05
2026-03-19,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,194.75,2088,96,4.578,2.04,3,166.23,69.09,0.42,0.85
2026-03-19,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,140.2,944,53,5.573,2.66,2,117.52,80.22,0.38,0.84
2026-03-19,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,282.02,7076,209,2.96,1.35,4,304.22,64.26,0.55,1.08
2026-03-19,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,93.51,18365,150,0.816,0.62,3,167.74,36.52,0.65,1.79
2026-03-20,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,131.11,811,144,17.707,0.91,18,1283.17,7.26,0.92,9.79
2026-03-20,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,84.63,604,91,15.102,0.93,9,665.86,9.09,0.88,7.87
2026-03-20,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,189.21,1964,84,4.265,2.26,3,193.94,75.35,0.42,1.03
2026-03-20,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,135.28,1052,51,4.894,2.63,2,134.49,85.38,0.38,0.99
2026-03-20,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,291.77,9755,247,2.537,1.18,5,297.87,60.59,0.55,1.02
2026-03-20,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,84.5,17060,144,0.842,0.59,2,122.76,37.84,0.65,1.45
2026-03-21,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,99.22,602,117,19.387,0.85,17,1192.98,5.7,0.92,12.02
2026-03-21,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,71.17,517,75,14.469,0.95,10,867.48,7.19,0.88,12.19
2026-03-21,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,159.14,1590,70,4.391,2.28,2,127.53,74.95,0.42,0.8
2026-03-21,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,133.95,1107,55,4.93,2.45,2,157.3,66.05,0.38,1.17
2026-03-21,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,287.29,6845,211,3.079,1.36,5,379.72,55.6,0.55,1.32
2026-03-21,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,72.32,15219,132,0.868,0.55,3,150.29,27.95,0.65,2.08
2026-03-22,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,103.03,638,117,18.358,0.88,19,1245.49,5.5,0.92,12.09
2026-03-22,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,64.01,417,63,15.005,1.02,8,643.66,8.43,0.88,10.06
2026-03-22,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,169.93,1731,82,4.766,2.06,3,193.01,66.18,0.42,1.14
2026-03-22,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,134.74,1022,50,4.898,2.69,1,109.13,90.57,0.38,0.81
2026-03-22,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,272.63,8239,231,2.805,1.18,5,376.56,49.86,0.55,1.38
2026-03-22,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,79.35,17193,137,0.794,0.58,2,143.27,34.1,0.65,1.81
2026-03-23,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,124.67,745,134,17.981,0.93,17,1219.79,7.14,0.92,9.78
2026-03-23,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,86.74,587,85,14.517,1.02,9,665.08,9.27,0.88,7.67
2026-03-23,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,214.53,2271,98,4.325,2.18,3,213.27,69.86,0.42,0.99
2026-03-23,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,152.19,1165,61,5.253,2.49,2,119.95,82.18,0.38,0.79
2026-03-23,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,296.67,8409,239,2.847,1.24,5,356.5,56.92,0.55,1.2
2026-03-23,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,88.67,19506,153,0.785,0.58,3,182.04,29.46,0.65,2.05
2026-03-24,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,117.18,805,137,17.042,0.85,20,1382.51,5.84,0.92,11.8
2026-03-24,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,73.32,431,69,16.041,1.06,9,732.48,8.48,0.88,9.99
2026-03-24,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,217.06,2536,104,4.114,2.08,3,155.73,86.26,0.42,0.72
2026-03-24,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,131.51,1065,53,4.995,2.47,2,154.59,66.42,0.38,1.18
2026-03-24,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,286.47,7089,218,3.079,1.31,6,391.89,51.9,0.55,1.37
2026-03-24,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,94.32,21061,152,0.721,0.62,3,180.39,36.7,0.65,1.91
2026-03-25,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,126.8,809,143,17.661,0.89,20,1543.99,6.19,0.92,12.18
2026-03-25,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,79.55,468,79,16.836,1.01,8,639.99,9.4,0.88,8.04
2026-03-25,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,189.08,1825,82,4.477,2.31,2,169.67,82.28,0.42,0.9
2026-03-25,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,147.21,1083,56,5.16,2.63,2,144.33,71.25,0.38,0.98
2026-03-25,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,281.27,7282,212,2.911,1.33,4,276.74,66.07,0.55,0.98
2026-03-25,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,91.05,19618,159,0.812,0.57,3,184.82,35.72,0.65,2.03
2026-03-26,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,108.23,595,114,19.203,0.95,15,1070.38,7.1,0.92,9.89
2026-03-26,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,82.97,495,84,16.892,0.99,10,750.05,8.18,0.88,9.04
2026-03-26,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,180.93,1591,78,4.88,2.33,2,150.48,92.86,0.42,0.83
2026-03-26,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,135.25,980,52,5.307,2.6,2,150.01,74.06,0.38,1.11
2026-03-26,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,328.81,9897,271,2.739,1.21,6,360.47,54.57,0.55,1.1
2026-03-26,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,82.96,17744,141,0.792,0.59,3,159.02,29.31,0.65,1.92
2026-03-27,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,110.5,744,121,16.315,0.91,18,1288.28,6.15,0.92,11.66
2026-03-27,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,74.99,457,80,17.482,0.94,9,642.6,8.37,0.88,8.57
2026-03-27,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,206.38,2422,99,4.102,2.08,3,171.5,73.78,0.42,0.83
2026-03-27,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,150.07,1233,60,4.843,2.51,2,134.16,83.68,0.38,0.89
2026-03-27,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,298.7,8239,252,3.055,1.19,6,360.54,48.61,0.55,1.21
2026-03-27,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,84.7,17584,147,0.834,0.58,3,172.79,32.35,0.65,2.04
2026-03-28,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,114.87,696,125,18.009,0.92,19,1243.68,6.2,0.92,10.83
