Date,Account name,Campaign name,Campaign objective,Ad set name,Ad name,Daily budget,Cost,Impressions,Reach,Frequency,Link clicks,Link CTR,CPM,Cost per link click,Purchases,Purchase conversion value,ROAS
2026-02-12,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,109.1,6846,4990,1.37,91,1.331,15.94,1.2,4,243.29,2.23
2026-02-12,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,141.85,9025,5692,1.59,108,1.197,15.72,1.31,5,319.97,2.26
2026-02-12,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,37.93,2505,1939,1.29,48,1.92,15.14,0.79,3,151.45,3.99
2026-02-12,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,81.17,5019,2324,2.16,66,1.316,16.17,1.23,2,136.11,1.68
2026-02-12,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,174.44,10599,4470,2.37,307,2.893,16.46,0.57,12,894.9,5.13
2026-02-12,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,97.74,6333,3005,2.11,151,2.39,15.43,0.65,6,406.51,4.16
2026-02-12,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,131.82,9265,6024,1.54,83,0.892,14.23,1.6,1,75.53,0.57
2026-02-12,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,114.09,7622,5353,1.42,61,0.803,14.97,1.87,1,79.81,0.7
2026-02-12,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,95.72,7204,3884,1.86,81,1.128,13.29,1.18,2,137.68,1.44
2026-02-12,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,82.84,6162,2923,2.11,64,1.038,13.44,1.29,2,110.46,1.33
2026-02-13,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,185.27,12141,7493,1.62,227,1.873,15.26,0.81,11,601.02,3.24
2026-02-13,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,115.08,7267,5515,1.32,94,1.291,15.84,1.23,4,278.38,2.42
2026-02-13,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,140.86,8790,5380,1.63,123,1.403,16.02,1.14,5,315.02,2.24
2026-02-13,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,42.45,2873,2355,1.22,58,2.019,14.78,0.73,3,194.8,4.59
2026-02-13,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,98.4,6027,2665,2.26,76,1.265,16.33,1.29,3,193.67,1.97
2026-02-13,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,175.17,10301,4267,2.41,255,2.473,17.0,0.69,14,937.35,5.35
2026-02-13,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,107.58,6743,2863,2.35,174,2.586,15.95,0.62,7,406.55,3.78
2026-02-13,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,108.6,6948,4343,1.6,56,0.812,15.63,1.93,1,61.53,0.57
2026-02-13,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,117.12,7623,5526,1.38,65,0.857,15.37,1.79,1,76.08,0.65
2026-02-13,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,96.09,7578,3756,2.02,75,0.994,12.68,1.28,2,124.72,1.3
2026-02-13,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,82.73,6126,3103,1.97,68,1.107,13.5,1.22,2,112.76,1.36
2026-02-14,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,155.7,10558,6697,1.58,200,1.895,14.75,0.78,9,526.27,3.38
2026-02-14,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,102.87,6807,4600,1.48,106,1.551,15.11,0.97,3,227.1,2.21
2026-02-14,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,124.3,7674,4589,1.67,96,1.256,16.2,1.29,4,244.83,1.97
2026-02-14,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,37.65,2665,2004,1.33,58,2.182,14.13,0.65,3,161.2,4.28
2026-02-14,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,83.74,5651,2663,2.12,62,1.092,14.82,1.36,2,137.73,1.64
2026-02-14,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,149.12,9604,4114,2.33,293,3.048,15.53,0.51,10,748.5,5.02
2026-02-14,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,82.42,4947,2390,2.07,109,2.195,16.66,0.76,5,321.07,3.9
2026-02-14,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,109.0,8001,5098,1.57,57,0.707,13.62,1.93,1,61.97,0.57
2026-02-14,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,90.49,6752,4803,1.41,64,0.952,13.4,1.41,1,66.46,0.73
2026-02-14,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,92.89,7294,3837,1.9,73,0.997,12.74,1.28,3,141.64,1.52
2026-02-14,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,74.39,5399,2718,1.99,54,1.005,13.78,1.37,2,105.68,1.42
2026-02-15,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,157.73,10159,6359,1.6,202,1.985,15.53,0.78,9,529.04,3.35
2026-02-15,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,96.75,6229,4616,1.35,78,1.254,15.53,1.24,4,238.37,2.46
2026-02-15,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,118.89,7314,4335,1.69,96,1.31,16.26,1.24,4,254.94,2.14
2026-02-15,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,36.62,2433,1794,1.36,53,2.176,15.05,0.69,3,160.6,4.39
2026-02-15,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,78.43,5300,2543,2.08,61,1.154,14.8,1.28,2,138.81,1.77
2026-02-15,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,156.08,9338,4120,2.27,254,2.716,16.71,0.62,16,914.13,5.86
2026-02-15,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,97.59,6617,2897,2.28,143,2.168,14.75,0.68,6,425.08,4.36
2026-02-15,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,107.43,7208,5115,1.41,55,0.767,14.9,1.94,1,62.57,0.58
2026-02-15,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,101.65,6642,4413,1.5,63,0.948,15.3,1.61,1,72.58,0.71
2026-02-15,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,89.37,7363,4054,1.82,84,1.141,12.14,1.06,2,115.32,1.29
2026-02-15,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,68.54,5049,2406,2.1,51,1.018,13.57,1.33,1,95.25,1.39
2026-02-16,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,191.46,11907,8052,1.48,234,1.965,16.08,0.82,9,644.47,3.37
2026-02-16,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,114.42,7890,5813,1.36,116,1.468,14.5,0.99,5,265.81,2.32
2026-02-16,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,150.36,9866,6156,1.6,125,1.269,15.24,1.2,6,324.16,2.16
2026-02-16,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,41.97,3083,2433,1.27,63,2.06,13.61,0.66,2,171.69,4.09
2026-02-16,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,94.98,6067,3112,1.95,66,1.08,15.65,1.45,2,159.25,1.68
2026-02-16,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,186.26,11858,4952,2.39,345,2.909,15.71,0.54,16,994.16,5.34
2026-02-16,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,109.3,7377,3474,2.12,174,2.36,14.82,0.63,7,464.14,4.25
2026-02-16,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,124.01,9052,5940,1.52,71,0.78,13.7,1.76,1,67.08,0.54
2026-02-16,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,103.65,7605,5586,1.36,64,0.847,13.63,1.61,1,65.41,0.63
2026-02-16,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,93.51,7486,3940,1.9,86,1.154,12.49,1.08,2,139.65,1.49
2026-02-16,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,73.15,5302,2872,1.85,47,0.89,13.8,1.55,1,103.11,1.41
2026-02-17,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,182.73,11424,7235,1.58,228,1.996,16.0,0.8,9,522.86,2.86
2026-02-17,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,115.79,7220,4897,1.47,104,1.44,16.04,1.11,5,301.24,2.6
2026-02-17,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,149.65,10337,6058,1.71,137,1.328,14.48,1.09,5,307.7,2.06
2026-02-17,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,38.72,2786,2139,1.3,54,1.933,13.9,0.72,2,150.06,3.88
2026-02-17,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,97.31,6431,2914,2.21,81,1.265,15.13,1.2,3,186.19,1.91
2026-02-17,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,167.27,10771,4309,2.5,309,2.869,15.53,0.54,16,931.36,5.57
2026-02-17,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,109.68,6944,3030,2.29,177,2.547,15.8,0.62,6,445.07,4.06
2026-02-17,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,121.55,8044,5067,1.59,66,0.824,15.11,1.83,1,74.78,0.62
2026-02-17,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,100.5,7004,5190,1.35,60,0.857,14.35,1.67,1,64.11,0.64
2026-02-17,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,96.21,7604,3801,2.0,75,0.983,12.65,1.29,2,123.29,1.28
2026-02-17,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,85.68,6444,3241,1.99,65,1.002,13.3,1.33,2,112.6,1.31
2026-02-18,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,194.25,12373,7550,1.64,253,2.041,15.7,0.77,9,580.69,2.99
2026-02-18,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,111.62,7837,5262,1.49,99,1.267,14.24,1.12,4,259.5,2.32
2026-02-18,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,140.13,9785,5814,1.68,120,1.221,14.32,1.17,4,290.7,2.07
2026-02-18,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,37.27,2661,2077,1.28,53,1.991,14.0,0.7,2,151.47,4.06
2026-02-18,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,95.21,5993,3052,1.96,64,1.075,15.89,1.48,3,177.48,1.86
2026-02-18,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,188.05,11229,4415,2.54,345,3.073,16.75,0.54,15,981.65,5.22
2026-02-18,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,96.54,6250,2753,2.27,167,2.669,15.45,0.58,6,387.27,4.01
2026-02-18,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,130.51,9092,5791,1.57,71,0.776,14.36,1.85,1,83.21,0.64
2026-02-18,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,117.24,7788,5539,1.41,73,0.94,15.05,1.6,1,84.46,0.72
2026-02-18,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,97.24,7789,4296,1.81,79,1.016,12.48,1.23,2,148.32,1.53
2026-02-18,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,75.62,6142,2911,2.11,55,0.899,12.31,1.37,1,90.47,1.2
2026-02-19,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,192.06,11421,7329,1.56,193,1.689,16.82,1.0,11,627.11,3.27
2026-02-19,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,117.04,8069,5524,1.46,122,1.511,14.5,0.96,5,298.26,2.55
2026-02-19,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,138.25,9271,5692,1.63,126,1.355,14.91,1.1,5,287.09,2.08
2026-02-19,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,41.99,2958,2347,1.26,63,2.117,14.19,0.67,3,187.24,4.46
2026-02-19,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,96.03,6314,2790,2.26,84,1.329,15.21,1.14,3,171.53,1.79
2026-02-19,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,175.75,10698,4243,2.52,333,3.113,16.43,0.53,17,1006.22,5.73
2026-02-19,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,98.8,6098,2748,2.22,159,2.615,16.2,0.62,5,372.88,3.77
2026-02-19,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,128.43,8973,6208,1.45,76,0.851,14.31,1.68,1,83.3,0.65
2026-02-19,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,108.62,6984,5028,1.39,59,0.84,15.55,1.85,1,73.75,0.68
2026-02-19,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,91.07,7125,3475,2.05,73,1.03,12.78,1.24,2,124.3,1.36
2026-02-19,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,86.89,6299,3009,2.09,65,1.036,13.79,1.33,2,104.77,1.21
2026-02-20,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,191.87,11729,7097,1.65,204,1.735,16.36,0.94,11,588.69,3.07
2026-02-20,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,109.9,7451,5281,1.41,113,1.513,14.75,0.98,4,275.75,2.51
2026-02-20,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,129.11,8824,5596,1.58,109,1.238,14.63,1.18,4,266.79,2.07
2026-02-20,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,39.66,2952,2236,1.32,68,2.304,13.43,0.58,2,150.45,3.79
2026-02-20,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,85.35,5819,2721,2.14,69,1.18,14.67,1.24,2,145.67,1.71
2026-02-20,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,185.92,12161,5444,2.23,379,3.119,15.29,0.49,15,1009.19,5.43
2026-02-20,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,114.16,7135,3259,2.19,167,2.337,16.0,0.68,6,480.74,4.21
2026-02-20,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,114.09,8334,5697,1.46,71,0.855,13.69,1.6,1,71.64,0.63
2026-02-20,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,115.97,7691,5926,1.3,66,0.864,15.08,1.75,1,81.93,0.71
2026-02-20,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,93.5,6997,3571,1.96,76,1.091,13.36,1.23,2,134.35,1.44
2026-02-20,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,73.01,5338,2760,1.93,53,0.99,13.68,1.38,1,86.25,1.18
2026-02-21,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,143.89,8474,4912,1.73,162,1.907,16.98,0.89,7,449.89,3.13
2026-02-21,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,110.95,7596,5192,1.46,103,1.352,14.61,1.08,5,285.76,2.58
2026-02-21,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,113.95,7678,4347,1.77,109,1.422,14.84,1.04,4,258.18,2.27
2026-02-21,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,38.54,2688,1937,1.39,56,2.099,14.33,0.68,2,162.47,4.22
2026-02-21,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,82.8,5701,2582,2.21,70,1.23,14.52,1.18,2,150.39,1.82
2026-02-21,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,145.1,8630,3538,2.44,230,2.67,16.81,0.63,11,771.94,5.32
2026-02-21,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,88.8,6034,2809,2.15,158,2.613,14.72,0.56,7,400.37,4.51
2026-02-21,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,115.74,7270,4743,1.53,52,0.718,15.92,2.22,1,67.54,0.58
2026-02-21,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,100.27,6427,4513,1.42,53,0.823,15.6,1.9,1,74.14,0.74
2026-02-21,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,80.38,6009,3223,1.86,64,1.065,13.38,1.26,2,114.05,1.42
2026-02-21,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,72.92,5188,2489,2.08,50,0.969,14.05,1.45,1,96.2,1.32
2026-02-22,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,155.17,9533,6351,1.5,170,1.786,16.28,0.91,8,503.7,3.25
2026-02-22,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,103.21,6644,4935,1.35,88,1.32,15.54,1.18,3,245.05,2.37
2026-02-22,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,117.92,7283,4560,1.6,94,1.297,16.19,1.25,4,265.1,2.25
2026-02-22,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,38.01,2671,1996,1.34,51,1.892,14.23,0.75,3,170.66,4.49
2026-02-22,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,76.78,5294,2372,2.23,64,1.212,14.5,1.2,2,147.92,1.93
2026-02-22,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,171.94,10252,4266,2.4,307,2.997,16.77,0.56,15,858.15,4.99
2026-02-22,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,84.91,5104,2300,2.22,109,2.127,16.63,0.78,5,339.0,3.99
2026-02-22,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,106.69,7048,4847,1.45,51,0.721,15.14,2.1,1,70.41,0.66
2026-02-22,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,97.3,6405,4910,1.3,62,0.97,15.19,1.57,1,74.54,0.77
2026-02-22,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,87.12,6606,3278,2.01,70,1.059,13.19,1.25,2,128.8,1.48
2026-02-22,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,65.92,4673,2193,2.13,46,0.984,14.11,1.43,1,78.08,1.18
2026-02-23,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,167.51,11123,6727,1.65,202,1.819,15.06,0.83,7,503.29,3.0
2026-02-23,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,129.48,7967,5570,1.43,105,1.316,16.25,1.23,5,313.91,2.42
2026-02-23,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,134.48,8803,5468,1.61,115,1.301,15.28,1.17,5,307.35,2.29
2026-02-23,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,41.27,2773,2023,1.37,60,2.153,14.88,0.69,2,175.54,4.25
2026-02-23,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,81.51,5633,2650,2.13,70,1.241,14.47,1.17,2,151.15,1.85
2026-02-23,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,177.0,10541,4304,2.45,295,2.799,16.79,0.6,12,915.58,5.17
2026-02-23,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,103.65,6210,2917,2.13,156,2.507,16.69,0.67,7,388.65,3.75
2026-02-23,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,118.55,7984,5233,1.53,59,0.743,14.85,2.0,1,68.46,0.58
2026-02-23,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,115.15,7468,5669,1.32,75,1.003,15.42,1.54,1,78.52,0.68
2026-02-23,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,96.38,7551,4141,1.82,78,1.039,12.76,1.23,2,124.05,1.29
2026-02-23,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,78.15,5839,2758,2.12,55,0.94,13.38,1.42,2,94.68,1.21
2026-02-24,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,182.8,11829,7395,1.6,239,2.02,15.45,0.77,9,568.34,3.11
2026-02-24,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,115.4,8104,5784,1.4,126,1.55,14.24,0.92,5,302.82,2.62
2026-02-24,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,135.88,9625,5335,1.8,125,1.298,14.12,1.09,5,294.15,2.16
2026-02-24,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,40.29,2653,1923,1.38,55,2.065,15.19,0.74,3,176.93,4.39
2026-02-24,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,87.59,5697,2852,2.0,70,1.22,15.37,1.26,3,159.33,1.82
2026-02-24,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,180.15,10511,4062,2.59,279,2.652,17.14,0.65,18,1007.93,5.59
2026-02-24,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,113.88,7272,3393,2.14,187,2.57,15.66,0.61,7,507.91,4.46
2026-02-24,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,112.78,7557,5433,1.39,60,0.8,14.92,1.87,1,62.75,0.56
2026-02-24,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,109.42,7549,5379,1.4,70,0.923,14.49,1.57,1,73.96,0.68
2026-02-24,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,93.25,6730,3660,1.84,78,1.163,13.86,1.19,2,126.28,1.35
2026-02-24,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,80.52,5923,2819,2.1,56,0.952,13.59,1.43,1,101.92,1.27
2026-02-25,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,197.28,12207,7364,1.66,248,2.035,16.16,0.79,11,634.56,3.22
2026-02-25,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,119.39,7198,4924,1.46,108,1.495,16.59,1.11,4,290.99,2.44
2026-02-25,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,142.34,9868,5695,1.73,132,1.34,14.42,1.08,5,319.31,2.24
