Date,Advertiser name,Campaign name,Ad group name,Ad name,Daily budget,Cost,Impressions,Clicks,CTR,CPM,CPC,Conversions,Video views,Video views at 75%,Video views at 100%,ROAS
2026-02-25,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,119.32,14986,275,1.833,7.96,0.43,3,9339,2663,1982,1.54
2026-02-25,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,109.1,13670,225,1.645,7.98,0.49,2,9072,2249,1585,1.17
2026-02-25,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,101.34,11051,154,1.392,9.17,0.66,2,7275,1919,1240,1.17
2026-02-25,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,86.4,13820,514,3.72,6.25,0.17,5,7822,3806,2454,3.08
2026-02-25,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,74.86,11048,235,2.126,6.78,0.32,2,7430,2407,1854,1.54
2026-02-25,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,87.8,9145,233,2.544,9.6,0.38,3,5599,1501,1053,1.86
2026-02-26,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,111.89,13629,263,1.933,8.21,0.42,2,8668,2760,1794,1.3
2026-02-26,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,106.2,11949,185,1.546,8.89,0.57,2,6774,1688,1346,1.17
2026-02-26,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,119.04,13705,192,1.399,8.69,0.62,2,8452,2067,1557,1.19
2026-02-26,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,80.94,13033,397,3.047,6.21,0.2,4,7387,3220,2653,2.85
2026-02-26,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,67.18,9808,183,1.871,6.85,0.37,2,5745,2100,1495,1.54
2026-02-26,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,85.52,9387,210,2.241,9.11,0.41,3,5325,1513,1140,2.18
2026-02-27,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,130.36,16857,296,1.756,7.73,0.44,3,9638,2951,2297,1.25
2026-02-27,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,95.26,12747,196,1.538,7.47,0.49,2,8321,2054,1596,1.13
2026-02-27,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,115.15,12553,183,1.455,9.17,0.63,3,7118,1955,1385,1.2
2026-02-27,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,83.25,11795,356,3.021,7.06,0.23,4,7456,3629,2322,3.23
2026-02-27,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,70.72,8745,165,1.89,8.09,0.43,2,5430,1879,1285,1.34
2026-02-27,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,86.46,9220,257,2.783,9.38,0.34,3,6029,1793,1214,1.77
2026-02-28,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,113.21,14110,268,1.903,8.02,0.42,3,9213,2949,1998,1.42
2026-02-28,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,86.71,11321,178,1.576,7.66,0.49,2,6833,1706,1282,1.31
2026-02-28,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,88.24,11016,157,1.43,8.01,0.56,1,7360,1964,1343,1.03
2026-02-28,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,77.31,12761,457,3.579,6.06,0.17,5,7321,3262,2262,3.12
2026-02-28,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,59.75,7797,146,1.877,7.66,0.41,1,4814,1495,1058,1.43
2026-02-28,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,75.24,8502,212,2.497,8.85,0.35,3,5709,1509,1190,2.11
2026-03-01,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,114.92,14042,240,1.71,8.18,0.48,3,8301,2658,1828,1.45
2026-03-01,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,80.15,8977,151,1.679,8.93,0.53,2,5236,1292,1089,1.24
2026-03-01,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,91.58,10310,134,1.303,8.88,0.68,1,5934,1638,1111,1.07
2026-03-01,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,72.51,10896,336,3.085,6.65,0.22,4,6456,3002,2339,2.9
2026-03-01,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,56.48,7942,163,2.053,7.11,0.35,1,4811,1469,1087,1.5
2026-03-01,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,74.2,8566,191,2.231,8.66,0.39,2,5149,1305,1052,1.91
2026-03-02,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,129.44,15383,304,1.976,8.41,0.43,3,10028,2990,2351,1.5
2026-03-02,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,98.68,12100,204,1.688,8.16,0.48,2,6916,1798,1372,1.27
2026-03-02,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,113.92,12531,194,1.547,9.09,0.59,2,7875,1992,1322,1.09
2026-03-02,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,78.1,11071,415,3.747,7.05,0.19,4,7276,3776,2269,2.64
2026-03-02,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,66.5,8853,170,1.922,7.51,0.39,2,5337,1850,1353,1.46
2026-03-02,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,95.58,10641,242,2.275,8.98,0.39,3,6287,1647,1248,2.03
2026-03-03,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,118.56,15368,308,2.001,7.71,0.39,2,8991,2525,2152,1.39
2026-03-03,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,95.53,11282,172,1.529,8.47,0.55,2,7367,1872,1503,1.07
2026-03-03,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,101.8,11684,150,1.281,8.71,0.68,2,6685,1529,1248,1.13
2026-03-03,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,85.77,12542,380,3.026,6.84,0.23,5,8110,3674,2623,3.05
2026-03-03,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,72.5,9075,175,1.93,7.99,0.41,2,5457,1679,1295,1.58
2026-03-03,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,90.2,10816,259,2.395,8.34,0.35,3,6593,1899,1418,1.94
2026-03-04,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,111.43,14847,286,1.924,7.51,0.39,3,9485,2904,2284,1.34
2026-03-04,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,102.44,13252,189,1.425,7.73,0.54,2,7437,2021,1500,1.32
2026-03-04,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,110.24,12278,172,1.403,8.98,0.64,2,7178,1929,1171,1.12
2026-03-04,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,83.62,12712,484,3.806,6.58,0.17,4,8568,3854,2915,2.61
2026-03-04,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,71.04,9427,185,1.961,7.54,0.38,2,5877,1798,1403,1.58
2026-03-04,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,90.44,10386,245,2.362,8.71,0.37,3,6110,1623,1287,2.16
2026-03-05,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,116.69,15126,288,1.907,7.71,0.4,3,9814,3253,2100,1.27
2026-03-05,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,97.04,11675,205,1.759,8.31,0.47,2,7165,1875,1380,1.24
2026-03-05,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,117.19,14887,210,1.413,7.87,0.56,2,9386,2194,1609,1.17
2026-03-05,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,76.59,11793,361,3.059,6.49,0.21,3,7423,3627,2661,2.85
2026-03-05,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,75.6,9409,166,1.767,8.03,0.45,2,5897,2152,1484,1.36
2026-03-05,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,83.28,10411,256,2.459,8.0,0.33,3,5980,1797,1296,2.09
2026-03-06,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,129.7,17146,301,1.758,7.56,0.43,3,9820,3265,2333,1.42
2026-03-06,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,101.83,11973,214,1.79,8.5,0.48,2,7208,1898,1345,1.07
2026-03-06,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,108.89,11980,159,1.329,9.09,0.68,2,6958,1847,1357,1.09
2026-03-06,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,86.99,14051,523,3.723,6.19,0.17,4,8972,4168,3013,2.97
2026-03-06,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,70.12,9212,204,2.213,7.61,0.34,2,5530,1882,1433,1.35
2026-03-06,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,91.44,9688,238,2.456,9.44,0.38,3,5620,1461,1195,1.91
2026-03-07,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,110.56,12911,216,1.675,8.56,0.51,3,8189,2320,1724,1.41
2026-03-07,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,81.29,10233,161,1.577,7.94,0.5,2,6874,2007,1372,1.31
2026-03-07,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,105.02,11918,152,1.279,8.81,0.69,2,7766,1772,1510,1.02
2026-03-07,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,76.87,11282,411,3.644,6.81,0.19,3,6331,2835,2343,2.56
2026-03-07,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,62.48,7973,160,2.01,7.84,0.39,2,4558,1595,1169,1.62
2026-03-07,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,78.32,8981,212,2.358,8.72,0.37,2,5826,1506,1131,2.17
2026-03-08,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,96.71,11699,222,1.898,8.27,0.44,2,6929,2190,1528,1.34
2026-03-08,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,92.88,10708,164,1.529,8.67,0.57,2,7213,2032,1320,1.32
2026-03-08,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,103.41,11735,179,1.527,8.81,0.58,2,6560,1533,1152,0.98
2026-03-08,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,76.64,10946,351,3.208,7.0,0.22,3,7103,3234,2270,2.66
2026-03-08,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,66.23,8105,176,2.171,8.17,0.38,2,4590,1560,1037,1.59
2026-03-08,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,74.1,8513,201,2.358,8.7,0.37,2,5423,1514,1119,1.94
2026-03-09,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,112.32,14968,252,1.684,7.5,0.45,3,9831,2963,2101,1.33
2026-03-09,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,99.62,12997,189,1.451,7.66,0.53,2,7715,2245,1415,1.31
2026-03-09,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,113.57,14395,200,1.388,7.89,0.57,2,9277,2433,1761,1.05
2026-03-09,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,79.74,11095,376,3.391,7.19,0.21,4,6591,3142,2416,2.84
2026-03-09,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,73.96,10805,230,2.13,6.84,0.32,2,6554,2176,1541,1.41
2026-03-09,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,97.42,11531,304,2.637,8.45,0.32,3,6876,1890,1395,1.92
2026-03-10,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,112.0,15206,282,1.854,7.37,0.4,3,9107,2864,1811,1.55
2026-03-10,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,104.44,11800,170,1.443,8.85,0.61,2,7706,2072,1510,1.26
2026-03-10,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,110.41,13271,172,1.299,8.32,0.64,2,8820,2102,1683,1.01
2026-03-10,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,86.57,13211,419,3.168,6.55,0.21,4,7431,3197,2749,3.06
2026-03-10,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,64.44,8756,174,1.993,7.36,0.37,2,5136,1820,1170,1.38
2026-03-10,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,85.9,10475,280,2.67,8.2,0.31,3,6807,1818,1248,2.07
2026-03-11,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,109.77,13418,257,1.913,8.18,0.43,3,8868,2789,1815,1.37
2026-03-11,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,104.72,11840,176,1.483,8.84,0.6,2,7082,1888,1217,1.23
2026-03-11,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,105.03,13039,172,1.321,8.06,0.61,2,7747,1793,1525,1.14
2026-03-11,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,80.98,11968,447,3.733,6.77,0.18,4,6703,3189,2231,2.92
2026-03-11,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,68.22,8988,163,1.812,7.59,0.42,1,5458,1736,1276,1.4
2026-03-11,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,91.14,9981,239,2.399,9.13,0.38,3,5687,1487,1220,2.15
2026-03-12,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,119.76,16076,264,1.645,7.45,0.45,3,10411,3249,2168,1.44
2026-03-12,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,105.35,13252,202,1.528,7.95,0.52,2,7923,2135,1477,1.15
2026-03-12,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,99.12,11137,165,1.486,8.9,0.6,2,6647,1726,1154,1.18
2026-03-12,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,83.34,12228,452,3.693,6.82,0.18,5,6982,3456,2315,3.24
2026-03-12,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,73.6,10485,222,2.119,7.02,0.33,2,7114,2170,1682,1.38
2026-03-12,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,84.07,8919,222,2.492,9.43,0.38,3,5419,1456,1070,2.12
2026-03-13,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,115.06,13517,254,1.876,8.51,0.45,3,8165,2590,1668,1.41
2026-03-13,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,100.47,12752,210,1.644,7.88,0.48,2,7513,1984,1552,1.26
2026-03-13,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,119.4,13325,202,1.518,8.96,0.59,2,8806,2001,1558,1.0
2026-03-13,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,74.41,11973,454,3.789,6.21,0.16,4,7712,3698,2533,2.77
2026-03-13,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,63.86,8527,156,1.835,7.49,0.41,2,4997,1722,1302,1.45
2026-03-13,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,85.94,9078,247,2.721,9.47,0.35,3,5768,1584,1097,2.04
2026-03-14,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,106.47,13130,212,1.617,8.11,0.5,2,7782,2283,1576,1.28
2026-03-14,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,93.23,10931,186,1.702,8.53,0.5,2,6902,1754,1392,1.15
2026-03-14,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,103.99,11709,163,1.391,8.88,0.64,2,7970,1844,1522,1.01
2026-03-14,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,65.42,10296,382,3.706,6.35,0.17,3,5812,2773,1952,2.78
2026-03-14,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,63.63,8737,175,2.0,7.28,0.36,1,5284,1735,1262,1.36
2026-03-14,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,76.22,8521,215,2.518,8.95,0.36,3,5764,1758,1230,2.18
2026-03-15,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,110.06,13101,239,1.826,8.4,0.46,2,8424,2624,1829,1.4
2026-03-15,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,85.33,11236,174,1.548,7.59,0.49,2,7284,1827,1401,1.19
2026-03-15,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,106.44,11376,155,1.361,9.36,0.69,2,6363,1585,1151,1.02
2026-03-15,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,63.44,9672,297,3.069,6.56,0.21,3,6502,3161,2004,2.81
2026-03-15,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,58.83,7823,139,1.781,7.52,0.42,2,4972,1828,1270,1.57
2026-03-15,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,84.95,8778,246,2.798,9.68,0.35,3,5413,1629,1137,2.06
2026-03-16,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,127.38,17821,285,1.596,7.15,0.45,4,11571,3828,2358,1.53
2026-03-16,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,98.39,10956,157,1.43,8.98,0.63,2,6246,1676,1301,1.24
2026-03-16,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,103.27,11727,145,1.238,8.81,0.71,2,7004,1839,1363,1.19
2026-03-16,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,81.39,10952,374,3.413,7.43,0.22,4,7249,3568,2250,3.21
2026-03-16,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,74.55,9858,208,2.11,7.56,0.36,2,5838,1843,1403,1.35
2026-03-16,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,84.11,8981,243,2.703,9.37,0.35,3,5402,1465,1095,1.76
2026-03-17,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,124.71,15613,279,1.784,7.99,0.45,3,10124,2922,2268,1.27
2026-03-17,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,109.32,12342,211,1.711,8.86,0.52,2,7011,1949,1265,1.12
2026-03-17,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,117.42,13246,203,1.535,8.86,0.58,2,7609,1746,1426,1.02
2026-03-17,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,74.85,11804,384,3.249,6.34,0.2,4,7880,3509,2569,2.71
2026-03-17,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,72.77,10090,201,1.995,7.21,0.36,2,6433,2140,1584,1.53
2026-03-17,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,95.97,11839,320,2.701,8.11,0.3,3,6915,2015,1341,1.95
2026-03-18,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,127.46,15248,255,1.674,8.36,0.5,3,10077,3287,2036,1.47
2026-03-18,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,105.47,13166,209,1.588,8.01,0.5,2,8421,2100,1485,1.07
2026-03-18,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,111.91,13310,181,1.359,8.41,0.62,2,8585,2219,1659,1.12
2026-03-18,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,72.13,10714,350,3.265,6.73,0.21,4,7192,3291,2429,3.0
2026-03-18,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,65.61,9576,206,2.148,6.85,0.32,2,5860,1929,1500,1.48
2026-03-18,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,85.55,9814,236,2.403,8.72,0.36,3,6657,2005,1402,2.09
2026-03-19,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,129.62,16385,289,1.766,7.91,0.45,3,9957,2778,2196,1.49
2026-03-19,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,108.45,11946,212,1.779,9.08,0.51,3,8106,2265,1426,1.33
2026-03-19,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,106.33,11273,176,1.558,9.43,0.61,2,7411,1852,1245,1.05
2026-03-19,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,72.01,11316,420,3.712,6.36,0.17,4,6646,2976,2074,2.76
2026-03-19,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,66.43,8447,183,2.166,7.86,0.36,2,5074,1695,1263,1.45
2026-03-19,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,93.58,9655,251,2.601,9.69,0.37,3,6301,1622,1167,2.16
2026-03-20,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,126.31,17235,331,1.918,7.33,0.38,3,11178,3391,2407,1.53
2026-03-20,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,91.43,10864,184,1.692,8.42,0.5,2,6882,1929,1273,1.22
2026-03-20,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,106.48,11567,166,1.437,9.21,0.64,2,7380,1725,1246,1.17
2026-03-20,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,75.38,11142,364,3.269,6.77,0.21,4,6611,3076,2392,3.01
2026-03-20,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,63.49,7660,150,1.962,8.29,0.42,1,5067,1690,1114,1.38
2026-03-20,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,93.35,11317,308,2.717,8.25,0.3,4,6763,1922,1321,2.15
2026-03-21,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,104.64,13255,265,1.999,7.89,0.39,2,7894,2314,1783,1.37
2026-03-21,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,89.82,10030,159,1.581,8.96,0.57,2,6014,1611,1112,1.16
2026-03-21,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,102.33,10785,152,1.411,9.49,0.67,2,6219,1516,1217,1.07
2026-03-21,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,71.67,11118,406,3.655,6.45,0.18,4,6271,2855,1971,3.06
2026-03-21,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,61.47,8309,182,2.187,7.4,0.34,2,4984,1606,1273,1.57
2026-03-21,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,79.88,9514,230,2.414,8.4,0.35,2,6059,1729,1177,1.77
2026-03-22,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,95.81,11539,195,1.691,8.3,0.49,2,7479,2365,1623,1.26
2026-03-22,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,84.03,9084,152,1.673,9.25,0.55,1,6009,1673,1147,1.13
2026-03-22,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,96.0,12104,164,1.357,7.93,0.58,1,7711,2092,1355,1.01
2026-03-22,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,77.16,12268,460,3.749,6.29,0.17,4,6880,3570,2225,3.07
2026-03-22,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,63.48,7751,168,2.162,8.19,0.38,2,4509,1443,1040,1.48
2026-03-22,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,79.42,8258,194,2.346,9.62,0.41,3,5092,1500,1006,2.14
2026-03-23,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,125.92,15036,256,1.704,8.37,0.49,3,10086,3217,2118,1.46
